customer_id	amount_requested	birth_date	status	residence_rent_or_own	monthly_rent_amount	bank_account_direct_deposit	application_when	loan_duration	payment_ach	num_payments	payment_amount	amount_approved	duration_approved	payment_amount_approved	address_zip	email	bank_routing_number	email_duration	residence_duration	bank_account_duration	payment_frequency	home_phone_type	other_phone_type	how_use_money	monthly_income_amount	raw_l2c_score	raw_FICO_telecom	raw_FICO_retail	raw_FICO_bank_card	raw_FICO_money
ea7ea919be	500	7/5/1983	Approved	1	400	0	12/17/2010 15:05	5	1	10	92.17	500	5	82.58	84088	SamanthaHCosta@yahoo.com	324377202	1 year or more	1-2 years	3+ years	Bi-weekly	Mobile	Work	Other	2200	734	510	556	653	569
999a3f6650	500	2/16/1988	Approved	1	370	1	12/17/2010 17:42	8	1	12	84.03	500	6	73.34	84121	KimberlyTPayne@aol.com	124302150	1 year or more	7-12 months	7-12 months	Semi-monthly	Home	Mobile	Other	1580	663	501	533	643	555
b636e56bca	800	11/4/1967	Approved	0	1350	1	12/18/2010 9:15	6	1	13	123.82	800	6	108.12	84074	EmilieJTurner@yahoo.com	324379828	4-12 months	3+ years	3+ years	Bi-weekly	Mobile		Other	3000	602	624	645	681	641
9218a4a50e	300	2/12/1947	Approved	0	888	0	12/18/2010 10:48	5	1	5	116.34	300	5	102.88	84041	MistieTGatewood@yahoo.com	124302150	1 year or more	3+ years	3+ years	Monthly	Mobile		Other	1224	522	593	592	680	620
06c99dba63	400	8/16/1944	Approved	1	550	1	12/18/2010 18:29	5	1	5	155.12	400	5	137.17	84119	HowardEMoore@yahoo.com	324377516	1 year or more	1-2 years	1-2 years	Monthly	Mobile		Other	2394	580	575	551	680	612
254ed2f678	500	2/10/1960	Approved	1	950	1	12/18/2010 20:31	5	1	5	193.91	500	5	171.47	84651	DorothyTCalvert@aol.com	321176260	1 year or more	1-2 years	3+ years	Monthly	Mobile		Other	4385	586	550	536	677	599
7d21a8040f	800	9/8/1978	Approved	1	800	1	12/19/2010 7:50	8	1	13	77.39	500	6	67.57	84118	HannahWKing@gmail.com	73972181	1 year or more	3+ years	6 months or less	Bi-weekly	Mobile		Other	6000	654	517	526	664	570
dfb2f1ec63	800	10/21/1976	Approved	1	1075	1	12/19/2010 16:48	8	1	13	77.39	500	6	67.57	84043	DeborahMGarza@aol.com	325070760	1 year or more	7-12 months	3+ years	Bi-weekly	Mobile	Home	Other	3450	297	610	654	693	629
8f9a8d56a4	550	12/1/1979	Approved	0	600	1	12/20/2010 8:02	5	1	10	92.17	500	5	82.58	84404	ClaireHLogan@gmail.com	124002971	1 year or more	3+ years	1-2 years	Bi-weekly	Mobile		Other	1400	532	603	654	659	636
4980ed214e	800	9/19/1957	Approved	0	600	1	12/20/2010 8:35	8	1	13	77.39	500	6	67.57	84065	StellaRPrice@bing.com	324379705	1 year or more	3+ years	1-2 years	Bi-weekly	Mobile	Home	Other	1500	574	557	582	680	617
2b635765f0	500	9/10/1982	Approved	1	900	1	12/20/2010 8:56	5	1	10	94.7	500	5	84.18	84065	BeverlyLWagner@hotmail.com	124001545	1 year or more	1-2 years	1-2 years	Semi-monthly	Mobile	Work	Other	6338	583	558	608	672	605
f52446dd8f	500	6/16/1945	Approved	0	1714	0	12/20/2010 9:42	4	1	4	227.67	500	4	205.06	84121	RosieJWhite@gmail.com	124001545	1 year or more	3+ years	3+ years	Monthly	Mobile		Other	10000	536	627	660	705	662
ce7456a9e0	300	9/30/1979	Approved	1	600	1	12/20/2010 10:20	7	1	12	50.42	300	6	44	84118	LauraSAnderson@gmail.com	324377202	4-12 months	3+ years	7-12 months	Semi-monthly	Mobile		Other	1470	645	529	569	665	586
2ac47a61e0	300	3/11/1931	Approved	0	0	1	12/20/2010 10:47	5	1	5	116.34	300	5	102.88	84120	EricMHernandez@bing.com	124001545	1 year or more	3+ years	1-2 years	Monthly	Home		Other	1327	621	587	607	680	636
56de6d7823	500	6/5/1969	Approved	1	600	1	12/20/2010 11:20	5	1	10	92.17	500	5	82.58	84037	MichelleRPhillips@bing.com	314074269	4-12 months	1-2 years	7-12 months	Bi-weekly	Mobile	Work	Other	3500	716	515	544	584	575
70409dc892	500	3/26/1975	Approved	0	1142	1	12/20/2010 11:53	5	1	21	44.01	500	5	39.37	84660	JohnSRoyston@gmail.com	314074269	1 year or more	1-2 years	3+ years	Weekly	Mobile		Other	2400	681	610	661	656	633
c7e8c1cc92	800	11/15/1964	Approved	1	0	0	12/20/2010 15:46	5	1	10	94.7	500	5	84.18	84047	BrucePLabrie@hotmail.com	124002971	1 year or more	3+ years	6 months or less	Semi-monthly	Mobile		Other	1800	536	529	543	607	608
977ab97cf0	800	2/19/1967	Approved	0	1308	1	12/20/2010 18:46	5	1	10	147.47	800	5	132.13	84067	MargaretCLack@yahoo.com	124302150	1 year or more	3+ years	6 months or less	Bi-weekly	Home	Mobile	Other	3843	661	657	670	703	650
b1b61133de	800	5/24/1989	Approved	1	0	1	12/21/2010 8:08	8	1	26	38.26	500	6	33.49	84093	JoshuaCChilton@aol.com	124002971	1 year or more	3+ years	3+ years	Weekly	Mobile		Other	2392	580	525	551	666	568
d013fa3f91	300	9/9/1984	Approved	0	800	1	12/21/2010 10:07	4	1	4	136.6	300	4	123.03	84321	HelenKWard@bing.com	124300107	1 year or more	3+ years	3+ years	Monthly	Mobile	Work	Other	3100	616	620	657	721	613
6a4e4b09d5	500	6/7/1949	Approved	0	1600	0	12/21/2010 10:38	5	1	10	92.17	500	5	82.58	84057	ChristinaOMarshall@aol.com	124302927	1 year or more	1-2 years	3+ years	Bi-weekly	Mobile		Other	2000	528	592	571	680	609
e60893efc5	500	2/1/1964	Approved	1	1200	1	12/21/2010 17:30	5	1	21	44.01	500	5	39.37	84660	MariaKFrank@yahoo.com	124300327	4-12 months	3+ years	6 months or less	Weekly	Mobile	Mobile	Other	2080	616	603	661	694	562
a15e74274b	800	4/17/1984	Approved	1	350	0	12/22/2010 12:49	8	1	17	105.88	800	8	89.57	84604	CaroleLWhite@aol.com	73972181	1 year or more	6 months or less	6 months or less	Bi-weekly	Mobile		Other	770	765	541	554	625	565
4d314e8c97	800	12/13/1974	Approved	1	980	1	12/22/2010 16:14	8	1	13	77.39	500	6	67.57	84116	JasonLGrimmett@bing.com	324079555	1 year or more	1-2 years	1-2 years	Bi-weekly	Mobile	Mobile	Other	2300	593	552	534	661	582
f22d21ddad	500	3/9/1965	Approved	0	1510	1	12/22/2010 17:52	5	1	10	92.17	500	5	82.58	84121	ManuelaTErnst@aol.com	324377516	1 year or more	3+ years	3+ years	Bi-weekly	Home	Home	Other	3120	599	653	677	715	657
43d9b7b620	500	6/14/1983	Approved	1	0	1	12/22/2010 19:21	5	1	10	92.17	500	5	82.58	84092	MarciaIMiles@hotmail.com	124001545	1 year or more	6 months or less	7-12 months	Bi-weekly	Mobile		Other	2250	766	577	627	685	614
2210108642	800	11/17/1955	Approved	0	0	1	12/22/2010 19:28	8	1	13	77.39	500	6	67.57	84036	JamesSGonzalez@aol.com	124002971	1 year or more	3+ years	3+ years	Bi-weekly	Home	Mobile	Other	1740	544	604	640	678	636
dd57e28127	300	8/21/1959	Approved	1	725	0	12/22/2010 20:25	8	1	12	50.42	300	6	44	84790	LoraKWoodward@yahoo.com	42000013	1 year or more	1-2 years	3+ years	Semi-monthly	Mobile		Other	1500	623	588	633	680	625
a09e3b7ed6	600	7/6/1966	Approved	0	500	1	12/23/2010 11:02	3	1	13	75.46	600	3	70.09	84070	AndrewVSchaefer@hotmail.com	124002971	1 year or more	3+ years	3+ years	Weekly	Home	Mobile	Other	3300	536	539	581	665	608
6db5d458a7	800	1/23/1952	Approved	1	150	1	12/23/2010 14:45	8	1	8	231.76	800	8		84003	MaryJFortune@aol.com	324377862	1 year or more	3+ years	3+ years	Monthly	Home	Mobile	Other	2700	760	638	687	706	643
eafb0e1828	800	4/13/1963	Approved	1	325	1	12/23/2010 14:50	8	1	12	84.03	500	6	73.34	84058	ClaireMBangert@bing.com	324377820	1 year or more	3+ years	3+ years	Semi-monthly	Mobile		Other	19392	478	576	586	680	631
88ca079479	800	4/11/1953	Approved	1	500	1	12/24/2010 7:47	5	1	5	193.91	500	5	171.47	84532	WandaCOlson@hotmail.com	324377817	1 year or more	3+ years	1-2 years	Monthly	Mobile		Other	3892	612	535	577	680	600
6fa7f5d488	800	5/20/1963	Approved	1	750	1	12/24/2010 13:11	7	1	13	77.39	500	6	67.57	84041	TiffanyGBerger@gmail.com	124002971	1 year or more	3+ years	3+ years	Bi-weekly	Mobile	Work	Other	2176	392	563	591	667	614
4dad1a9de6	500	10/23/1965	Approved	0	1500	1	12/24/2010 15:25	5	1	5	193.91	500	5	171.47	84738	MonicaCHerbert@gmail.com	124001545	1 year or more	6 months or less	7-12 months	Monthly	Mobile		Other	3752	677	613	643	689	622
1cc4c7d3cb	500	2/22/1987	Approved	1	250	0	12/26/2010 16:06	5	1	21	44.01	500	5	39.37	84655	JillJCox@yahoo.com	102000076	1 year or more	6 months or less	3+ years	Weekly	Mobile	Home	Other	1900	536	584	596	697	594
d18ccff8f6	600	8/3/1986	Approved	1	550	1	12/27/2010 11:07	8	1	17	79.41	600	8	67.18	84627	EddieJLowe@yahoo.com	324377338	1 year or more	1-2 years	3+ years	Bi-weekly	Mobile		Other	2200	586	545	554	671	578
62b316d4e6	750	1/11/1990	Approved	1	0	1	12/27/2010 11:34	8	1	13	77.39	500	6	67.57	84065	ChristineCKujawa@bing.com	324377516	1 year or more	3+ years	1-2 years	Bi-weekly	Mobile		Other	1200	603	555	598	625	574
7cfa820da2	300	3/27/1971	Approved	1	400	1	12/27/2010 16:23	5	1	10	55.3	300	5	49.55	84067	CharlesGMcCaskill@yahoo.com	324377516	1 year or more	3+ years	1-2 years	Bi-weekly	Mobile	Work	Other	1200	601	562	583	680	603
042bf4bb0e	800	2/8/1976	Approved	1	550	1	12/27/2010 17:32	3	1	6	138.48	500	3	128.06	84094	DeniseMLyle@hotmail.com	124001545	1 year or more	3+ years	1-2 years	Semi-monthly	Mobile	Work	Other	5400	623	505	556	680	581
fffd5d09ec	500	12/13/1966	Approved	1	975	1	12/28/2010 8:17	5	1	10	94.7	500	5	84.18	84738	CarolynBRockwell@bing.com	122400724	1 year or more	3+ years	3+ years	Semi-monthly	Mobile		Other	3000	663	526	544	656	590
f256777946	800	9/6/1983	Approved	1	0	1	12/29/2010 5:34	8	1	17	105.88	800	8	89.57	84040	SharonMUy@gmail.com	324377516	1 year or more	1-2 years	3+ years	Bi-weekly	Mobile	Home	Other	1100	765	698	696	752	640
43e2f8823a	600	4/16/1970	Approved	1	450	1	12/29/2010 7:27	5	1	10	110.61	600	5	99.1	84050	NancyPLewis@aol.com	124000054	1 year or more	1-2 years	3+ years	Bi-weekly	Mobile		Other	2350	734	634	663	686	627
058614dd7b	800	4/11/1988	Approved	1	400	1	12/30/2010 7:55	8	1	13	77.39	500	6	67.57	84107	SandraSDavis@gmail.com	124002971	1 year or more	1-2 years	3+ years	Bi-weekly	Mobile	Home	Other	1520	523	610	632	703	588
9f3fa8c90a	500	9/21/1959	Approved	1	650	1	12/31/2010 2:24	6	1	13	77.39	500	6	67.57	84116	JohnNBillings@aol.com	324078899	4-12 months	3+ years	7-12 months	Bi-weekly	Mobile		Other	1800	713	501	517	618	559
939a9ac410	800	6/15/1957	Approved	1	1200	1	12/31/2010 23:36	3	1	6	136	500	3	126.46	84045	LenoreMBryant@yahoo.com	124302150	1 year or more	6 months or less	1-2 years	Bi-weekly	Mobile	Home	Other	3400	544	655	665	721	636
6e9180ff29	500	6/4/1979	Approved	1	0	1	1/1/2011 8:27	5	1	10	92.17	500	5	82.58	84111	LynnMFetter@aol.com	124002971	1 year or more	3+ years	1-2 years	Bi-weekly	Mobile	Work	Other	1000	599	517	541	651	582
873352dc55	600	10/10/1963	Approved	1	400	1	1/1/2011 10:13	6	1	26	38.26	500	6	33.49	84115	BrandonJRowan@yahoo.com	124002971	3 months or less	6 months or less	6 months or less	Weekly	Home	Mobile	Other	1120	523	526	572	680	592
625f005cf8	600	1/10/1960	Approved	0	0	1	1/1/2011 16:18	5	1	10	92.17	500	5	82.58	84036	BrendanLTitus@gmail.com	124000054	1 year or more	3+ years	3+ years	Bi-weekly	Mobile		Won't say	2000	645	532	572	680	587
2f050cda86	500	3/12/1973	Approved	1	388	1	1/3/2011 9:58	5	1	5	193.91	500	5	171.47	84067	ErinPShaw@bing.com	124001545	1 year or more	3+ years	1-2 years	Monthly	Mobile	Home	Other	2020	716	564	584	678	609
7dd971ace5	800	1/12/1982	Approved	1	400	1	1/3/2011 10:56	8	1	12	84.03	500	6	73.34	84102	KarenRFew@aol.com	124002971	1 year or more	1-2 years	1-2 years	Semi-monthly	Mobile	Work	Other	800	710	561	640	692	581
efa4108f32	800	9/22/1948	Approved	1	0	0	1/3/2011 12:16	6	1	12	84.03	500	6	73.34	84095	VictorRAsh@gmail.com	124001545	1 year or more	1-2 years	6 months or less	Semi-monthly	Mobile		Other	2820	719	543	567	605	592
8319592a2b	800	7/14/1958	Approved	1	1050	1	1/3/2011 16:29	8	1	17	105.88	800	8	89.57	84058	WavaRSison@aol.com	324079555	1 year or more	7-12 months	3+ years	Bi-weekly	Mobile		Other	2700	771	592	587	680	614
5e1e9320fc	500	9/13/1959	Approved	1	1150	1	1/3/2011 17:42	5	1	21	44.01	500	5	39.37	84029	DianaRCybulski@bing.com	324379828	1 year or more	3+ years	3+ years	Weekly	Mobile		Other	2800	619	583	587	680	621
2b7f2975dc	400	4/20/1990	Approved	1	725	1	1/3/2011 18:59	6	1	6	137.4	400	6	119.4	84606	EricJSmith@bing.com	124002971	1 year or more	7-12 months	3+ years	Monthly	Mobile		Other	1350	733	610	621	684	591
8cba87f8e4	600	12/11/1959	Approved	1	665	1	1/4/2011 10:11	5	1	10	92.17	500	5	82.58	84084	DerrickAWalker@yahoo.com	26009593	1 year or more	7-12 months	1-2 years	Bi-weekly	Mobile	Work	Other	1800	573	515	522	656	582
e3f772b921	800	8/2/1952	Approved	0	0	1	1/4/2011 11:10	8	1	12	84.03	500	6	73.34	84058	DavidMJordan@yahoo.com	124302927	1 year or more	3+ years	3+ years	Semi-monthly	Mobile	Work	Other	6000	601	552	589	680	578
f048f4a66c	500	9/25/1984	Approved	0	420	0	1/4/2011 14:02	5	1	10	92.17	500	5	82.58	84655	KatherineEAaron@yahoo.com	124000054	1 year or more	3+ years	3+ years	Bi-weekly	Home	Mobile	Other	3200	645	507	536	632	571
8cf7f18789	500	8/25/1984	Approved	1	625	1	1/4/2011 16:17	5	1	10	92.17	500	5	82.58	84333	CarlosEMacdonald@bing.com	124300767	1 year or more	7-12 months	3+ years	Bi-weekly	Home	Mobile	Other	2400	677	557	596	623	587
995a9883ba	700	3/30/1951	Approved	1	350	1	1/5/2011 7:50	5	1	10	92.17	500	5	82.58	84119	SheenaPRiley@aol.com	324079416	1 year or more	3+ years	3+ years	Bi-weekly	Mobile		Other	1954	586	524	546	664	564
d46ccf8c94	500	5/26/1960	Approved	0	1143	1	1/5/2011 10:09	5	1	21	44.01	500	5	39.37	84655	CarolynHLangston@yahoo.com	124002971	1 year or more	3+ years	3+ years	Weekly	Mobile		Other	3656	586	580	569	680	627
ec2944b42a	400	2/3/1956	Approved	0	1431	1	1/5/2011 10:14	5	1	10	73.74	400	5	66.07	84047	MelissaGGuillemette@hotmail.com	124302150	1 year or more	3+ years	3+ years	Bi-weekly	Mobile		Other	4236	538	577	597	680	628
74aecd6053	400	3/16/1970	Approved	1	500	0	1/5/2011 16:52	8	1	8	115.88	400	8	97.47	84123	LyleIPowers@bing.com	124000054	1 year or more	3+ years	1-2 years	Monthly	Mobile		Other	3100	425	612	656	714	622
edd197e12f	800	9/25/1952	Approved	0	0	1	1/6/2011 8:47	8	1	13	77.39	500	6	67.57	84118	MelissaWMartinez@yahoo.com	324079555	1 year or more	3+ years	3+ years	Bi-weekly	Mobile		Other	1800	614	576	577	680	617
84bff12caf	500	6/10/1967	Approved	1	500	1	1/6/2011 18:55	5	1	10	94.7	500	5	84.18	84119	CarlJGarrett@aol.com	124002971	1 year or more	3+ years	3+ years	Semi-monthly	Mobile		Other	2800	645	520	530	623	594
1df9195778	600	7/28/1988	Approved	1	0	1	1/7/2011 6:00	7	1	6	171.75	500	6	149.24	84015	MarkOGutierrez@aol.com	124002971	1 year or more	6 months or less	6 months or less	Monthly	Mobile		Other	1300	538	603	623	701	605
ea09a23806	400	5/1/1989	Approved	1	100	1	1/7/2011 9:44	5	1	10	73.74	400	5	66.07	84321	ClarenceSCrane@hotmail.com	324377516	1 year or more	1-2 years	3+ years	Bi-weekly	Mobile		Other	1300	594	584	638	708	576
8b88d9b5b4	600	7/7/1991	Approved	1	350	1	1/7/2011 12:05	6	1	13	77.39	500	6	67.57	84003	CarolCHart@yahoo.com	324377516	1 year or more	1-2 years	1-2 years	Bi-weekly	Mobile	Mobile	Other	1200	645	501	544	582	526
f15f2fb945	800	4/25/1958	Approved	0	648	0	1/8/2011 5:10	8	1	13	77.39	500	6	67.57	84123	VirginiaBEdwards@hotmail.com	53000219	1 year or more	3+ years	6 months or less	Bi-weekly	Mobile	Home	Other	5000	541	578	571	680	608
b1a2837477	300	5/14/1943	Approved	1	200	1	1/8/2011 7:16	3	1	3	170.81	300	3	156.82	84044	RaeWWinter@hotmail.com	124302150	1 year or more	3+ years	1-2 years	Monthly	Mobile		Other	1487	568	538	545	680	590
b059e56426	700	6/20/1964	Approved	1	800	1	1/9/2011 10:07	5	1	10	129.04	700	5	115.62	84041	JerricaADouglas@bing.com	324377516	1 year or more	3+ years	3+ years	Bi-weekly	Mobile	Home	Other	4400	763	573	596	680	617
2fc10f8b23	400	11/3/1971	Approved	1	100	1	1/9/2011 22:14	6	1	13	61.91	400	6	54.06	84404	WilliamEGallagher@yahoo.com	324377516	1 year or more	3+ years	3+ years	Bi-weekly	Mobile		Other	1160	765	599	643	671	635
bfaa191e0a	800	11/17/1967	Approved	1	425	1	1/10/2011 11:12	6	1	13	77.39	500	6	67.57	84770	MarkNRowe@aol.com	314074269	1 year or more	6 months or less	7-12 months	Bi-weekly	Mobile	Work	Other	2520	734	578	600	670	605
3efabf838c	600	2/8/1959	Approved	0	1600	1	1/10/2011 11:55	3	1	3	284.69	500	3	261.37	84084	LindaJBaker@yahoo.com	324377202	1 year or more	3+ years	3+ years	Monthly	Home		Other	4837	427	623	652	704	638
529d352413	800	4/11/1960	Approved	1	1250	1	1/10/2011 13:56	6	1	12	84.03	500	6	73.34	84098	AliceHFuller@gmail.com	324079416	1 year or more	1-2 years	1-2 years	Semi-monthly	Mobile	Work	Other	6134	577	628	644	685	621
31e51d3196	800	7/16/1970	Approved	0	1052	1	1/10/2011 17:23	8	1	17	105.88	800	8	89.57	84120	JerrodRDotson@yahoo.com	124001545	4-12 months	3+ years	1-2 years	Bi-weekly	Mobile		Other	2082	557	548	581	675	613
a6cd560a03	800	1/24/1981	Approved	1	685	1	1/10/2011 20:16	8	1	13	77.39	500	6	67.57	84088	JamesYLane@bing.com	56073573	1 year or more	1-2 years	1-2 years	Bi-weekly	Mobile	Work	Other	3288	766	501	514	597	564
d303a6bfe1	800	8/24/1962	Approved	0	603	1	1/11/2011 10:55	8	1	12	84.03	500	6	73.34	84067	BettySBauch@gmail.com	124302150	1 year or more	3+ years	6 months or less	Semi-monthly	Mobile	Work	Other	2200	619	570	606	680	607
85c5232431	800	7/26/1958	Approved	0	550	1	1/11/2011 18:55	8	1	8	231.76	800	8	194.94	84404	JosephERivera@hotmail.com	324377516	4-12 months	3+ years	3+ years	Monthly	Home		Other	1500	749	555	584	671	613
1df33f4bcd	500	7/27/1985	Approved	1	200	1	1/11/2011 21:34	5	1	10	92.17	500	5	82.58	84660	KarenJMcDonald@hotmail.com	124001545	1 year or more	1-2 years	1-2 years	Bi-weekly	Mobile		Other	1456	544	555	587	680	584
443916cebd	500	8/14/1940	Approved	0	0	0	1/12/2011 9:18	5	1	5	193.91	500	5	171.47	84741	MichaelDMcLoud@aol.com	324079555	1 year or more	3+ years	3+ years	Monthly	Mobile		Other	800	616	566	588	680	628
1877fa8ee8	800	3/24/1970	Approved	0	1309	1	1/12/2011 13:29	8	1	13	77.39	500	6	67.57	84104	AmandaDMason@aol.com	124001545	1 year or more	3+ years	1-2 years	Bi-weekly	Mobile	Home	Other	2478	601	578	629	669	614
ef9475961b	800	5/14/1970	Approved	1	800	1	1/12/2011 20:49	8	1	17	105.88	800	8	89.57	84115	VelmaJHumes@gmail.com	324079416	1 year or more	3+ years	3+ years	Bi-weekly	Home	Mobile	Other	1920	568	533	564	663	599
6927215a95	600	11/8/1975	Approved	1	600	0	1/12/2011 22:33	6	0	6	171.75	500	6	67.57	84084	DianaWStaley@bing.com	124001545	1 year or more	1-2 years		Bi-weekly	Mobile	Mobile		2400	574	552	558	660	607
99da2c0bb1	500	8/8/1967	Approved	1	517	1	1/13/2011 7:30	6	1	13	77.39	500	6	67.57	84401	AnnRAndrews@aol.com	124002971	1 year or more	1-2 years	6 months or less	Bi-weekly	Mobile	Home	Other	1280	645	501	548	675	567
1f4b9045a0	800	9/2/1981	Approved	1	0	0	1/13/2011 8:41	8	1	8	231.76	800	8	194.94	84401	JasminJShoemaker@yahoo.com	51000017	1 year or more	7-12 months	6 months or less	Monthly	Mobile	Mobile	Other	2200	557	592	561	680	611
bf8d0da5c4	800	10/8/1962	Approved	0	1900	1	1/13/2011 21:09	5	1	10	147.47	800	5	132.13	84097	EdEGonzalez@yahoo.com	124001545	1 year or more	3+ years	3+ years	Bi-weekly	Mobile	Work	Other	3982	641	626	674	734	611
edcef83656	700	3/12/1985	Approved	1	0	1	1/13/2011 23:35	3	1	6	190.4	700	3	177.05	84020	LoisVHarris@yahoo.com	124000054	1 year or more	3+ years	3+ years	Bi-weekly	Mobile	Home	Other	3952	639	583	631	700	616
dda633dca1	400	11/26/1969	Approved	1	525	1	1/14/2011 3:19	6	1	12	67.22	400	6	58.67	84015	SallyRDouglass@yahoo.com	63192874	4-12 months	3+ years	6 months or less	Semi-monthly	Mobile		Other	1600	713	501	501	600	563
cf67d3f725	800	7/12/1973	Approved	1	0	1	1/14/2011 9:19	8	1	6	171.75	500	6	149.24	84119	BrendaWStewart@bing.com	124001545	1 year or more	3+ years	3+ years	Monthly	Mobile	Work	Other	2600	545	552	592	677	613
d39ccfc3a5	500	8/23/1977	Approved	1	0	0	1/14/2011 10:16	8	1	6	171.75	500	6	149.24	84005	JanetMSutton@bing.com	12400	1 year or more	1-2 years	6 months or less	Monthly	Mobile		Other	300	539	587	642	690	602
c632d7389b	500	6/27/1972	Approved	0	2000	1	1/14/2011 11:11	8	1	13	77.39	500	6	67.57	84109	RyanMShankle@yahoo.com	124001545	1 year or more	3+ years	3+ years	Bi-weekly	Mobile		Other	5000	581	591	593	680	621
ee90cb8777	600	7/11/1978	Approved	0	900	1	1/14/2011 11:52	8	1	8	173.82	600	8	146.21	84029	JuanitaMMays@aol.com	124002971	1 year or more	7-12 months	3+ years	Monthly	Home	Mobile	Other	3007	780	608	704	740	617
8ad3ac65b0	500	9/3/1952	Approved	1	1100	1	1/15/2011 9:31	6	1	13	77.39	500	6	67.57	84660	JonathonEHubbell@aol.com	124000054	1 year or more	7-12 months	3+ years	Bi-weekly	Mobile		Other	4240	677	632	640	597	621
d9d72a6c02	800	3/7/1962	Approved	0	1042	1	1/16/2011 11:05	8	1	17	105.88	800	8	89.57	84088	JessicaAGoodman@aol.com	324078268	1 year or more	3+ years	3+ years	Bi-weekly	Mobile	Work	Other	3280	550	573	589	680	625
1290d18bd2	800	9/29/1959	Approved	1	0	1	1/16/2011 20:12	8	1	16	113.77	800	8	95.96	84103	LillieSMitchell@aol.com	124002971	1 year or more	3+ years	3+ years	Semi-monthly	Mobile	Work	Other	3200	735	597	673	725	624
6e835dcbc1	600	5/29/1965	Approved	1	0	1	1/16/2011 20:44	8	1	13	77.39	500	6	67.57	84120	DanielGFondren@gmail.com	124001545	1 year or more	3+ years	6 months or less	Bi-weekly	Mobile		Other	2774	601	586	645	648	622
18ae949687	700	10/31/1981	Approved	1	1100	1	1/17/2011 13:47	8	1	12	84.03	500	6	73.34	84005	TraciWHubbard@bing.com	324377516	4-12 months	6 months or less	3+ years	Semi-monthly	Mobile		Other	3200	763	579	615	692	602
2101486e84	800	3/19/1978	Approved	0	1200	1	1/18/2011 7:02	8	1	12	84.03	500	6	73.34	84084	WandaJDaly@bing.com	124302150	1 year or more	6 months or less	1-2 years	Semi-monthly	Mobile	Work	Other	4025	538	577	581	652	595
b949aab915	800	6/11/1971	Approved	1	600	0	1/18/2011 12:11	8	1	12	84.03	500	6	73.34	84015	MaryBNichols@yahoo.com	124001545	1 year or more	7-12 months	1-2 years	Semi-monthly	Mobile		Other	3600	544	575	560	607	594
41d33ebcc8	500	5/17/1952	Approved	0	400	1	1/18/2011 15:41	5	1	10	92.17	500	5	82.58	84092	BarbaraLRamirez@hotmail.com	124000054	1 year or more	3+ years	3+ years	Bi-weekly	Mobile	Mobile	Other	2600	660	592	602	680	643
b69c9a9de7	800	4/21/1978	Approved	1	200	1	1/18/2011 16:24	8	1	13	77.39	500	6	67.57	84070	DorisRMitchell@yahoo.com	324079555	1 year or more	7-12 months	3+ years	Bi-weekly	Mobile	Work	Other	1360	719	525	538	627	585
af360505c5	800	9/29/1975	Approved	0	1000	1	1/19/2011 8:28	6	1	13	123.82	800	6	108.12	84005	BillyMWitham@bing.com	124000054	4-12 months	3+ years	3+ years	Bi-weekly	Mobile	Mobile	Other	4820	600	623	651	693	637
85c245983d	800	5/29/1973	Approved	1	0	0	1/19/2011 13:12	6	1	13	123.82	800	6	108.12	84084	HarrietAAcree@bing.com	124002971	1 year or more	3+ years	6 months or less	Bi-weekly	Mobile	Home	Other	8000	612	568	598	680	612
66e2d371c9	500	2/19/1973	Approved	0	1100	1	1/19/2011 14:02	5	1	10	92.17	500	5	82.58	84118	SueBKing@aol.com	324079555	1 year or more	3+ years	3+ years	Bi-weekly	Mobile	Mobile	Other	1230	663	596	648	676	627
ac468f4955	500	5/24/1962	Approved	1	800	1	1/19/2011 14:14	8	1	13	77.39	500	6	67.57	84663	BrianHWard@gmail.com	124300327	3 months or less	1-2 years	3+ years	Bi-weekly	Mobile		Other	1700	583	592	646	678	613
9f1d9957c7	300	4/15/1984	Approved	1	600	1	1/19/2011 18:12	8	1	17	39.7	300	8	33.59	83616	IsabelleTSmith@bing.com	123103716	1 year or more	3+ years	3+ years	Bi-weekly	Mobile		Other	1500	530	557	615	653	601
bfbe8605a7	500	5/28/1949	Approved	0	386	1	1/19/2011 18:32	5	1	5	193.91	500	5	171.47	83204	LauraTPinion@aol.com	324173710	1 year or more	3+ years	6 months or less	Monthly	Mobile	Home	Other	1000	613	516	545	658	592
fdad7630df	400	10/9/1958	Approved	0	976	1	1/19/2011 23:35	5	1	10	73.74	400	5	66.07	84075	RuthDTillman@bing.com	124002971	1 year or more	3+ years	3+ years	Bi-weekly	Mobile		Other	1384	538	611	620	680	644
08a3e0ca08	800	3/11/1969	Approved	1	425	1	1/20/2011 16:06	5	1	10	92.17	500	5	82.58	83201	KariJReece@bing.com	52173464	1 year or more	3+ years	3+ years	Bi-weekly	Mobile	Work	Other	5200	645	519	550	641	593
ee1d1531f0	800	1/9/1971	Approved	0	325	1	1/20/2011 17:12	8	1	17	105.88	800	8	89.57	83401	StephenSRedmond@hotmail.com	124103799	1 year or more	1-2 years	7-12 months	Bi-weekly	Mobile	Mobile	Other	1070	541	577	614	578	617
